,Year,Month,Day,Sentiment,Count
884,2020,11,11,neutral,1207889
885,2020,11,11,positive,283568
886,2020,11,12,negative,1323929
887,2020,11,12,neutral,1402327
888,2020,11,12,positive,317652
889,2020,11,13,negative,1718451
890,2020,11,13,neutral,1523452
891,2020,11,13,positive,373043
892,2020,11,14,negative,1268537
893,2020,11,14,neutral,1335055
894,2020,11,14,positive,346219
895,2020,11,15,negative,1366951
896,2020,11,15,neutral,1201445
897,2020,11,15,positive,327730
898,2020,11,16,negative,1375219
899,2020,11,16,neutral,1378725
900,2020,11,16,positive,348135
901,2020,11,17,negative,1370758
902,2020,11,17,neutral,1356488
903,2020,11,17,positive,354509
904,2020,11,18,negative,1428338
905,2020,11,18,neutral,1327388
906,2020,11,18,positive,359334
907,2020,11,19,negative,1582079
908,2020,11,19,neutral,1457934
909,2020,11,19,positive,372844
910,2020,11,20,negative,1418375
911,2020,11,20,neutral,1526296
912,2020,11,20,positive,422461
913,2020,11,21,negative,1378566
914,2020,11,21,neutral,1500497
915,2020,11,21,positive,394443
916,2020,11,22,negative,1421105
917,2020,11,22,neutral,1342017
918,2020,11,22,positive,327208
919,2020,11,23,negative,1404554
920,2020,11,23,neutral,1426835
921,2020,11,23,positive,328782
922,2020,11,24,negative,1294901
923,2020,11,24,neutral,1336579
924,2020,11,24,positive,320913
925,2020,11,25,negative,1364650
926,2020,11,25,neutral,1253694
927,2020,11,25,positive,337188
928,2020,11,26,negative,1272629
929,2020,11,26,neutral,1206318
930,2020,11,26,positive,440748
931,2020,11,27,negative,1086460
932,2020,11,27,neutral,1003813
933,2020,11,27,positive,332788
934,2020,11,28,negative,1044852
935,2020,11,28,neutral,1022171
936,2020,11,28,positive,254089
937,2020,11,29,negative,1175785
938,2020,11,29,neutral,1051417
939,2020,11,29,positive,263750
940,2020,11,30,negative,1281237
941,2020,11,30,neutral,1146285
942,2020,11,30,positive,316958
943,2020,12,1,negative,2641448
944,2020,12,1,neutral,2439274
945,2020,12,1,positive,628548
946,2020,12,2,negative,2117250
947,2020,12,2,neutral,2176281
948,2020,12,2,positive,645669
949,2020,12,3,negative,702166
950,2020,12,3,neutral,706939
951,2020,12,3,positive,187958
952,2020,12,4,negative,2685640
953,2020,12,4,neutral,2555278
954,2020,12,4,positive,605406
955,2020,12,5,negative,1283528
956,2020,12,5,neutral,1122968
957,2020,12,5,positive,268540
958,2020,12,6,negative,1267767
959,2020,12,6,neutral,1126240
960,2020,12,6,positive,321123
961,2020,12,7,negative,1335657
962,2020,12,7,neutral,1504297
963,2020,12,7,positive,388261
964,2020,12,8,negative,1441748
965,2020,12,8,neutral,1483761
966,2020,12,8,positive,376740
967,2020,12,9,negative,1435469
968,2020,12,9,neutral,1344940
969,2020,12,9,positive,318954
970,2020,12,10,negative,1350613
971,2020,12,10,neutral,1237700
972,2020,12,10,positive,296546
973,2020,12,11,negative,1130048
974,2020,12,11,neutral,1121802
975,2020,12,11,positive,282484
976,2020,12,12,negative,1004089
977,2020,12,12,neutral,1038280
978,2020,12,12,positive,352981
979,2020,12,13,negative,1084094
980,2020,12,13,neutral,1108218
981,2020,12,13,positive,307498
982,2020,12,14,negative,1219754
983,2020,12,14,neutral,1301315
984,2020,12,14,positive,327595
985,2020,12,15,negative,1192806
986,2020,12,15,neutral,1313727
987,2020,12,15,positive,336920
988,2020,12,16,negative,1326252
989,2020,12,16,neutral,1375159
990,2020,12,16,positive,320245
991,2020,12,17,negative,1439649
992,2020,12,17,neutral,1482434
993,2020,12,17,positive,301533
994,2020,12,18,negative,1449369
995,2020,12,18,neutral,1415957
996,2020,12,18,positive,300076
997,2020,12,19,negative,1537074
998,2020,12,19,neutral,1343966
999,2020,12,19,positive,285983
1000,2020,12,20,negative,1468048
1001,2020,12,20,neutral,1322270
1002,2020,12,20,positive,262440
1003,2020,12,21,negative,1589969
1004,2020,12,21,neutral,1578722
1005,2020,12,21,positive,262399
1006,2020,12,22,negative,1676221
1007,2020,12,22,neutral,1522202
1008,2020,12,22,positive,276788
1009,2020,12,23,negative,1366336
1010,2020,12,23,neutral,1342465
1011,2020,12,23,positive,317463
1012,2020,12,24,negative,1031336
1013,2020,12,24,neutral,1059779
1014,2020,12,24,positive,302864
1015,2020,12,25,negative,707249
1016,2020,12,25,neutral,727559
1017,2020,12,25,positive,275843
1018,2020,12,26,negative,923405
1019,2020,12,26,neutral,789932
1020,2020,12,26,positive,206158
1021,2020,12,27,negative,1197589
1022,2020,12,27,neutral,929050
1023,2020,12,27,positive,244389
1024,2020,12,28,negative,1302891
1025,2020,12,28,neutral,1222588
1026,2020,12,28,positive,273173
1027,2020,12,29,negative,1368492
1028,2020,12,29,neutral,1332443
1029,2020,12,29,positive,266217
1030,2020,12,30,negative,1568038
1031,2020,12,30,neutral,1554816
1032,2020,12,30,positive,300780
1033,2020,12,31,negative,1409214
1034,2020,12,31,neutral,1357762
1035,2020,12,31,positive,392633
1036,2021,1,1,negative,1179204
1037,2021,1,1,neutral,1146081
1038,2021,1,1,positive,371966
1039,2021,1,2,negative,1336079
1040,2021,1,2,neutral,1066022
1041,2021,1,2,positive,277072
1042,2021,1,3,negative,1351489
1043,2021,1,3,neutral,1190553
1044,2021,1,3,positive,304215
1045,2021,1,4,negative,1363527
1046,2021,1,4,neutral,1480698
1047,2021,1,4,positive,279102
1048,2021,1,5,negative,1390841
1049,2021,1,5,neutral,1543006
1050,2021,1,5,positive,295358
1051,2021,1,6,negative,1393111
1052,2021,1,6,neutral,1476313
1053,2021,1,6,positive,333518
1054,2021,1,7,negative,1137938
1055,2021,1,7,neutral,1115338
1056,2021,1,7,positive,253066
1057,2021,1,8,negative,1150596
1058,2021,1,8,neutral,1157380
1059,2021,1,8,positive,259051
1060,2021,1,9,negative,940382
1061,2021,1,9,neutral,929761
1062,2021,1,9,positive,229011
1063,2021,1,10,negative,992628
1064,2021,1,10,neutral,970648
1065,2021,1,10,positive,215507
1066,2021,1,11,negative,1127681
1067,2021,1,11,neutral,1120890
1068,2021,1,11,positive,276932
1069,2021,1,12,negative,1200975
1070,2021,1,12,neutral,1313890
1071,2021,1,12,positive,293720
1072,2021,1,13,negative,1258016
1073,2021,1,13,neutral,1264241
1074,2021,1,13,positive,254182
1075,2021,1,14,negative,1056129
1076,2021,1,14,neutral,1206480
1077,2021,1,14,positive,267923
1078,2021,1,15,negative,1064170
1079,2021,1,15,neutral,1104116
1080,2021,1,15,positive,246745
1081,2021,1,16,negative,1313679
1082,2021,1,16,neutral,1252328
1083,2021,1,16,positive,339768
1084,2021,1,17,negative,1138692
1085,2021,1,17,neutral,1055614
1086,2021,1,17,positive,289863
1087,2021,1,18,negative,1118503
1088,2021,1,18,neutral,1140382
1089,2021,1,18,positive,300608
1090,2021,1,19,negative,1161278
1091,2021,1,19,neutral,1227968
1092,2021,1,19,positive,300409
1093,2021,1,20,negative,1059889
1094,2021,1,20,neutral,1171248
1095,2021,1,20,positive,367044
1096,2021,1,21,negative,1168306
1097,2021,1,21,neutral,1377865
1098,2021,1,21,positive,306745
1099,2021,1,22,negative,1185224
1100,2021,1,22,neutral,1336413
1101,2021,1,22,positive,315796
1102,2021,1,23,negative,1115491
1103,2021,1,23,neutral,1296584
1104,2021,1,23,positive,305285
1105,2021,1,24,negative,1112316
1106,2021,1,24,neutral,1427002
1107,2021,1,24,positive,232608
1108,2021,1,25,negative,1140806
1109,2021,1,25,neutral,1366763
1110,2021,1,25,positive,241978
1111,2021,1,26,negative,1202963
1112,2021,1,26,neutral,1299641
1113,2021,1,26,positive,313561
1114,2021,1,27,negative,1263948
1115,2021,1,27,neutral,1309222
1116,2021,1,27,positive,285374
1117,2021,1,28,negative,1041133
1118,2021,1,28,neutral,1178988
1119,2021,1,28,positive,323582
1120,2021,1,29,negative,1025513
1121,2021,1,29,neutral,1153394
1122,2021,1,29,positive,348689
1123,2021,1,30,negative,1058269
1124,2021,1,30,neutral,1150930
1125,2021,1,30,positive,245189
1126,2021,1,31,negative,1136983
1127,2021,1,31,neutral,1150729
1128,2021,1,31,positive,222812
1129,2021,2,1,negative,1042964
1130,2021,2,1,neutral,1248579
1131,2021,2,1,positive,268529
1132,2021,2,2,negative,1047355
1133,2021,2,2,neutral,1296050
1134,2021,2,2,positive,281497
1135,2021,2,3,negative,1167433
1136,2021,2,3,neutral,1282234
1137,2021,2,3,positive,307054
1138,2021,2,4,negative,977963
1139,2021,2,4,neutral,1193706
1140,2021,2,4,positive,298178
1141,2021,2,5,negative,905197
1142,2021,2,5,neutral,1168750
1143,2021,2,5,positive,290005
1144,2021,2,6,negative,458861
1145,2021,2,6,neutral,557812
1146,2021,2,6,positive,128984
1147,2021,2,7,negative,960051
1148,2021,2,7,neutral,1019703
1149,2021,2,7,positive,207542
1150,2021,2,8,negative,1081445
1151,2021,2,8,neutral,1173919
1152,2021,2,8,positive,265874
1153,2021,2,9,negative,973759
1154,2021,2,9,neutral,1154334
1155,2021,2,9,positive,261497
1156,2021,2,11,negative,966202
1157,2021,2,11,neutral,989505
1158,2021,2,11,positive,267612
1159,2021,2,12,negative,1089832
1160,2021,2,12,neutral,1079398
1161,2021,2,12,positive,307644
1162,2021,2,13,negative,887015
1163,2021,2,13,neutral,889439
1164,2021,2,13,positive,215368
1165,2021,2,14,negative,749372
1166,2021,2,14,neutral,770624
1167,2021,2,14,positive,229481
1168,2021,2,15,negative,992452
1169,2021,2,15,neutral,1006914
1170,2021,2,15,positive,224563
1171,2021,2,16,negative,994101
1172,2021,2,16,neutral,1074920
1173,2021,2,16,positive,229276
1174,2021,2,17,negative,1124962
1175,2021,2,17,neutral,1080552
1176,2021,2,17,positive,243830
1177,2021,2,18,negative,1024114
1178,2021,2,18,neutral,1038602
1179,2021,2,18,positive,231035
1180,2021,2,19,negative,947524
1181,2021,2,19,neutral,1098511
1182,2021,2,19,positive,237492
1183,2021,2,20,negative,797079
1184,2021,2,20,neutral,814673
1185,2021,2,20,positive,190692
1186,2021,2,21,negative,875604
1187,2021,2,21,neutral,885597
1188,2021,2,21,positive,198174
1189,2021,2,22,negative,1028595
1190,2021,2,22,neutral,1125229
1191,2021,2,22,positive,241758
1192,2021,2,23,negative,1161934
1193,2021,2,23,neutral,1148863
1194,2021,2,23,positive,283799
1195,2021,2,24,negative,1023677
1196,2021,2,24,neutral,1175079
1197,2021,2,24,positive,255380
1198,2021,2,25,negative,147465
1199,2021,2,25,neutral,195450
1200,2021,2,25,positive,33443
1201,2021,2,26,negative,595586
1202,2021,2,26,neutral,593234
1203,2021,2,26,positive,158647
1204,2021,2,27,negative,480628
1205,2021,2,27,neutral,482975
1206,2021,2,27,positive,113049
1207,2021,2,28,negative,854078
1208,2021,2,28,neutral,838565
1209,2021,2,28,positive,243863
1210,2021,3,1,negative,700135
1211,2021,3,1,neutral,966577
1212,2021,3,1,positive,210835
1213,2021,3,2,negative,1010929
1214,2021,3,2,neutral,1172442
1215,2021,3,2,positive,254384
1216,2021,3,3,negative,1235073
1217,2021,3,3,neutral,1272475
1218,2021,3,3,positive,247801
1219,2021,3,4,negative,1047671
1220,2021,3,4,neutral,1181771
1221,2021,3,4,positive,258564
1222,2021,3,5,negative,1048812
1223,2021,3,5,neutral,1291997
1224,2021,3,5,positive,309262
1225,2021,3,6,negative,899682
1226,2021,3,6,neutral,1065023
1227,2021,3,6,positive,254479
1228,2021,3,7,negative,883144
1229,2021,3,7,neutral,1012307
1230,2021,3,7,positive,226774
1231,2021,3,8,negative,863073
1232,2021,3,8,neutral,919078
1233,2021,3,8,positive,282797
1234,2021,3,9,negative,883877
1235,2021,3,9,neutral,1013683
1236,2021,3,9,positive,273073
1237,2021,3,10,negative,895955
1238,2021,3,10,neutral,1222527
1239,2021,3,10,positive,276924
1240,2021,3,11,negative,988939
1241,2021,3,11,neutral,1251162
1242,2021,3,11,positive,342092
1243,2021,3,12,negative,1031865
1244,2021,3,12,neutral,1260574
1245,2021,3,12,positive,354400
1246,2021,3,13,negative,784013
1247,2021,3,13,neutral,753562
1248,2021,3,13,positive,224091
1249,2021,3,14,negative,787943
1250,2021,3,14,neutral,754517
1251,2021,3,14,positive,183351
1252,2021,3,15,negative,825949
1253,2021,3,15,neutral,853685
1254,2021,3,15,positive,226217
1255,2021,3,16,negative,817692
1256,2021,3,16,neutral,911021
1257,2021,3,16,positive,204503
1258,2021,3,17,negative,975874
1259,2021,3,17,neutral,785806
1260,2021,3,17,positive,193299
1261,2021,3,18,negative,903898
1262,2021,3,18,neutral,896260
1263,2021,3,18,positive,194219
1264,2021,3,19,negative,863290
1265,2021,3,19,neutral,936151
1266,2021,3,19,positive,246917
1267,2021,3,20,negative,907866
1268,2021,3,20,neutral,910506
1269,2021,3,20,positive,285240
1270,2021,3,21,negative,925777
1271,2021,3,21,neutral,963134
1272,2021,3,21,positive,245665
1273,2021,3,22,negative,880188
1274,2021,3,22,neutral,1082526
1275,2021,3,22,positive,260856
1276,2021,3,23,negative,929781
1277,2021,3,23,neutral,1098175
1278,2021,3,23,positive,267675
1279,2021,3,24,negative,919800
1280,2021,3,24,neutral,954553
1281,2021,3,24,positive,217956
1282,2021,3,25,negative,835009
1283,2021,3,25,neutral,1036443
1284,2021,3,25,positive,212045
1285,2021,3,26,negative,726602
1286,2021,3,26,neutral,996503
1287,2021,3,26,positive,205927
1288,2021,3,27,negative,701675
1289,2021,3,27,neutral,817302
1290,2021,3,27,positive,193225
1291,2021,3,28,negative,746168
1292,2021,3,28,neutral,748972
1293,2021,3,28,positive,184423
1294,2021,3,29,negative,909771
1295,2021,3,29,neutral,1070231
1296,2021,3,29,positive,237160
1297,2021,3,30,negative,1022278
1298,2021,3,30,neutral,1140948
1299,2021,3,30,positive,229951
1300,2021,3,31,negative,908141
1301,2021,3,31,neutral,1085580
1302,2021,3,31,positive,222046
1303,2021,4,1,negative,907875
1304,2021,4,1,neutral,1040963
1305,2021,4,1,positive,222076
1306,2021,4,2,negative,861348
1307,2021,4,2,neutral,1009723
1308,2021,4,2,positive,222981
1309,2021,4,3,negative,747739
1310,2021,4,3,neutral,884964
1311,2021,4,3,positive,186883
1312,2021,4,4,negative,695128
1313,2021,4,4,neutral,831383
1314,2021,4,4,positive,198579
1315,2021,4,5,negative,909591
1316,2021,4,5,neutral,1084628
1317,2021,4,5,positive,262618
1318,2021,4,6,negative,934486
1319,2021,4,6,neutral,1297765
1320,2021,4,6,positive,263476
1321,2021,4,7,negative,960212
1322,2021,4,7,neutral,1246431
1323,2021,4,7,positive,262870
1324,2021,4,8,negative,977531
1325,2021,4,8,neutral,1191215
1326,2021,4,8,positive,260014
1327,2021,4,9,negative,910037
1328,2021,4,9,neutral,1094522
1329,2021,4,9,positive,229815
1330,2021,4,10,negative,811878
1331,2021,4,10,neutral,961186
1332,2021,4,10,positive,187289
1333,2021,4,11,negative,850485
1334,2021,4,11,neutral,871162
1335,2021,4,11,positive,172391
1336,2021,4,12,negative,481334
1337,2021,4,12,neutral,566172
1338,2021,4,12,positive,92194
1339,2021,4,13,negative,844874
1340,2021,4,13,neutral,867708
1341,2021,4,13,positive,225067
1342,2021,4,14,negative,783563
1343,2021,4,14,neutral,889179
1344,2021,4,14,positive,201155
1345,2021,4,15,negative,764236
1346,2021,4,15,neutral,941390
1347,2021,4,15,positive,175274
1348,2021,4,16,negative,924365
1349,2021,4,16,neutral,1074704
1350,2021,4,16,positive,246550
1351,2021,4,17,negative,852841
1352,2021,4,17,neutral,981496
1353,2021,4,17,positive,208366
1354,2021,4,18,negative,1005976
1355,2021,4,18,neutral,1178339
1356,2021,4,18,positive,201708
1357,2021,4,19,negative,1080026
1358,2021,4,19,neutral,1353042
1359,2021,4,19,positive,270847
1360,2021,4,20,negative,1084150
1361,2021,4,20,neutral,1285525
1362,2021,4,20,positive,286645
1363,2021,4,21,negative,1023601
1364,2021,4,21,neutral,1296887
1365,2021,4,21,positive,257513
1366,2021,4,22,negative,1152225
1367,2021,4,22,neutral,1362913
1368,2021,4,22,positive,259363
1369,2021,4,23,negative,1124297
1370,2021,4,23,neutral,1428230
1371,2021,4,23,positive,268829
1372,2021,4,24,negative,909004
1373,2021,4,24,neutral,1089212
1374,2021,4,24,positive,220584
1375,2021,4,25,negative,1222561
1376,2021,4,25,neutral,1422358
1377,2021,4,25,positive,289777
1378,2021,4,26,negative,1238664
1379,2021,4,26,neutral,1515762
1380,2021,4,26,positive,302583
1381,2021,4,27,negative,1298601
1382,2021,4,27,neutral,1588442
1383,2021,4,27,positive,307442
1384,2021,4,28,negative,1152383
1385,2021,4,28,neutral,1394165
1386,2021,4,28,positive,324594
1387,2021,4,29,negative,1182862
1388,2021,4,29,neutral,1446167
1389,2021,4,29,positive,307340
1390,2021,4,30,negative,1104870
1391,2021,4,30,neutral,1359355
1392,2021,4,30,positive,323126
1393,2021,5,1,negative,1124708
1394,2021,5,1,neutral,1321181
1395,2021,5,1,positive,328361
1396,2021,5,2,negative,996898
1397,2021,5,2,neutral,1145119
1398,2021,5,2,positive,284266
1399,2021,5,3,negative,1068697
1400,2021,5,3,neutral,1295279
1401,2021,5,3,positive,276210
1402,2021,5,4,negative,1201936
1403,2021,5,4,neutral,1340158
1404,2021,5,4,positive,274561
1405,2021,5,5,negative,1022552
1406,2021,5,5,neutral,1363648
1407,2021,5,5,positive,282477
1408,2021,5,6,negative,813144
1409,2021,5,6,neutral,1076934
1410,2021,5,6,positive,240256
1411,2021,5,7,negative,1009063
1412,2021,5,7,neutral,1297937
1413,2021,5,7,positive,296495
1414,2021,5,8,negative,947870
1415,2021,5,8,neutral,1221047
1416,2021,5,8,positive,261584
1417,2021,5,9,negative,870017
1418,2021,5,9,neutral,1052528
1419,2021,5,9,positive,226022
1420,2021,5,10,negative,1056126
1421,2021,5,10,neutral,1304019
1422,2021,5,10,positive,393959
1423,2021,5,11,negative,514631
1424,2021,5,11,neutral,651613
1425,2021,5,11,positive,110092
1426,2021,5,12,negative,1075541
1427,2021,5,12,neutral,1262929
1428,2021,5,12,positive,328365
1429,2021,5,13,negative,1168261
1430,2021,5,13,neutral,1382156
1431,2021,5,13,positive,312353
1432,2021,5,14,negative,1342755
1433,2021,5,14,neutral,1652021
1434,2021,5,14,positive,353876
1435,2021,5,15,negative,1151898
1436,2021,5,15,neutral,1405161
1437,2021,5,15,positive,302490
1438,2021,5,16,negative,1067272
1439,2021,5,16,neutral,1174960
1440,2021,5,16,positive,253907
1441,2021,5,17,negative,1156197
1442,2021,5,17,neutral,1274550
1443,2021,5,17,positive,302731
1444,2021,5,18,negative,1213546
1445,2021,5,18,neutral,1330121
1446,2021,5,18,positive,252132
1447,2021,5,19,negative,1060913
1448,2021,5,19,neutral,1179522
1449,2021,5,19,positive,270628
1450,2021,5,20,negative,993254
1451,2021,5,20,neutral,1184754
1452,2021,5,20,positive,274883
1453,2021,5,21,negative,831260
1454,2021,5,21,neutral,1115776
1455,2021,5,21,positive,260887
1456,2021,5,22,negative,848316
1457,2021,5,22,neutral,939291
1458,2021,5,22,positive,203552
1459,2021,5,23,negative,948312
1460,2021,5,23,neutral,1171451
1461,2021,5,23,positive,203426
1462,2021,5,24,negative,1030171
1463,2021,5,24,neutral,1267608
1464,2021,5,24,positive,234009
1465,2021,5,25,negative,986473
1466,2021,5,25,neutral,1193619
1467,2021,5,25,positive,260775
1468,2021,5,26,negative,1100141
1469,2021,5,26,neutral,1200159
1470,2021,5,26,positive,240187
1471,2021,5,27,negative,1037408
1472,2021,5,27,neutral,1240711
1473,2021,5,27,positive,231034
1474,2021,5,28,negative,904445
1475,2021,5,28,neutral,1124145
1476,2021,5,28,positive,210075
1477,2021,5,29,negative,892126
1478,2021,5,29,neutral,1020299
1479,2021,5,29,positive,241964
1480,2021,5,30,negative,767531
1481,2021,5,30,neutral,859298
1482,2021,5,30,positive,246332
1483,2021,5,31,negative,660337
1484,2021,5,31,neutral,838278
1485,2021,5,31,positive,214848
1486,2021,6,1,negative,739347
1487,2021,6,1,neutral,904873
1488,2021,6,1,positive,195218
1489,2021,6,2,negative,915995
1490,2021,6,2,neutral,1093383
1491,2021,6,2,positive,234195
1492,2021,6,3,negative,899616
1493,2021,6,3,neutral,1080154
1494,2021,6,3,positive,231003
1495,2021,6,4,negative,910771
1496,2021,6,4,neutral,1005583
1497,2021,6,4,positive,216116
1498,2021,6,5,negative,628729
1499,2021,6,5,neutral,706337
1500,2021,6,5,positive,149441
1501,2021,6,6,negative,610379
1502,2021,6,6,neutral,627868
1503,2021,6,6,positive,150091
1504,2021,6,7,negative,709073
1505,2021,6,7,neutral,865312
1506,2021,6,7,positive,177645
1507,2021,6,8,negative,683116
1508,2021,6,8,neutral,830949
1509,2021,6,8,positive,191195
1510,2021,6,9,negative,722856
1511,2021,6,9,neutral,951280
1512,2021,6,9,positive,201834
1513,2021,6,10,negative,654606
1514,2021,6,10,neutral,807628
1515,2021,6,10,positive,170862
1516,2021,6,11,negative,720064
1517,2021,6,11,neutral,890557
1518,2021,6,11,positive,201874
1519,2021,6,12,negative,637567
1520,2021,6,12,neutral,727317
1521,2021,6,12,positive,156693
1522,2021,6,13,negative,726206
1523,2021,6,13,neutral,761586
1524,2021,6,13,positive,143127
1525,2021,6,14,negative,788067
1526,2021,6,14,neutral,880410
1527,2021,6,14,positive,189704
1528,2021,6,15,negative,786384
1529,2021,6,15,neutral,882730
1530,2021,6,15,positive,199837
1531,2021,6,16,negative,742341
1532,2021,6,16,neutral,858916
1533,2021,6,16,positive,198681
1534,2021,6,17,negative,682936
1535,2021,6,17,neutral,787211
1536,2021,6,17,positive,172258
1537,2021,6,18,negative,660318
1538,2021,6,18,neutral,800156
1539,2021,6,18,positive,167014
1540,2021,6,19,negative,639801
1541,2021,6,19,neutral,674562
1542,2021,6,19,positive,149091
1543,2021,6,20,negative,577587
1544,2021,6,20,neutral,646103
1545,2021,6,20,positive,136626
1546,2021,6,21,negative,722726
1547,2021,6,21,neutral,880428
1548,2021,6,21,positive,183237
1549,2021,6,22,negative,702824
1550,2021,6,22,neutral,862982
1551,2021,6,22,positive,211910
1552,2021,6,23,negative,707908
1553,2021,6,23,neutral,854713
1554,2021,6,23,positive,178615
1555,2021,6,24,negative,720760
1556,2021,6,24,neutral,770118
1557,2021,6,24,positive,165048
1558,2021,6,25,negative,755837
1559,2021,6,25,neutral,866983
1560,2021,6,25,positive,166901
1561,2021,6,26,negative,747689
1562,2021,6,26,neutral,763611
1563,2021,6,26,positive,150584
1564,2021,6,27,negative,722574
1565,2021,6,27,neutral,760886
1566,2021,6,27,positive,143398
1567,2021,6,28,negative,814140
1568,2021,6,28,neutral,897159
1569,2021,6,28,positive,195749
1570,2021,6,29,negative,763805
1571,2021,6,29,neutral,828588
1572,2021,6,29,positive,177767
1573,2021,6,30,negative,758508
1574,2021,6,30,neutral,820241
1575,2021,6,30,positive,167927
1576,2021,7,1,negative,667842
1577,2021,7,1,neutral,761527
1578,2021,7,1,positive,205979
1579,2021,7,2,negative,630534
1580,2021,7,2,neutral,729950
1581,2021,7,2,positive,170743
1582,2021,7,3,negative,606978
1583,2021,7,3,neutral,616019
1584,2021,7,3,positive,134886
1585,2021,7,4,negative,629571
1586,2021,7,4,neutral,635609
1587,2021,7,4,positive,157225
1588,2021,7,5,negative,831194
1589,2021,7,5,neutral,859107
1590,2021,7,5,positive,180304
1591,2021,7,6,negative,866834
1592,2021,7,6,neutral,960678
1593,2021,7,6,positive,178189
1594,2021,7,7,negative,894097
1595,2021,7,7,neutral,924892
1596,2021,7,7,positive,184830
1597,2021,7,8,negative,835780
1598,2021,7,8,neutral,904584
1599,2021,7,8,positive,169450
1600,2021,7,9,negative,799915
1601,2021,7,9,neutral,799976
1602,2021,7,9,positive,174361
1603,2021,7,10,negative,943070
1604,2021,7,10,neutral,844011
1605,2021,7,10,positive,156687
1606,2021,7,11,negative,1140771
1607,2021,7,11,neutral,995873
1608,2021,7,11,positive,184255
1609,2021,7,12,negative,1011059
1610,2021,7,12,neutral,893074
1611,2021,7,12,positive,184245
1612,2021,7,13,negative,957995
1613,2021,7,13,neutral,851984
1614,2021,7,13,positive,175365
1615,2021,7,14,negative,867514
1616,2021,7,14,neutral,787781
1617,2021,7,14,positive,154565
1618,2021,7,15,negative,889055
1619,2021,7,15,neutral,889189
1620,2021,7,15,positive,169997
1621,2021,7,16,negative,1143476
1622,2021,7,16,neutral,1040360
1623,2021,7,16,positive,219898
1624,2021,7,17,negative,1238753
1625,2021,7,17,neutral,1003122
1626,2021,7,17,positive,214031
1627,2021,7,18,negative,1099894
1628,2021,7,18,neutral,1027066
1629,2021,7,18,positive,214454
1630,2021,7,19,negative,1226157
1631,2021,7,19,neutral,1162955
1632,2021,7,19,positive,238724
1633,2021,7,20,negative,1323074
1634,2021,7,20,neutral,1190957
1635,2021,7,20,positive,200745
1636,2021,7,21,negative,1397028
1637,2021,7,21,neutral,1153474
1638,2021,7,21,positive,218537
1639,2021,7,22,negative,1283898
1640,2021,7,22,neutral,1140394
1641,2021,7,22,positive,243451
1642,2021,7,23,negative,1271214
1643,2021,7,23,neutral,1110542
1644,2021,7,23,positive,229393
1645,2021,7,24,negative,1189105
1646,2021,7,24,neutral,1030628
1647,2021,7,24,positive,224961
1648,2021,7,25,negative,1099400
1649,2021,7,25,neutral,904598
1650,2021,7,25,positive,203831
1651,2021,7,26,negative,1066549
1652,2021,7,26,neutral,967789
1653,2021,7,26,positive,216278
1654,2021,7,27,negative,1176851
1655,2021,7,27,neutral,1145989
1656,2021,7,27,positive,227969
1657,2021,7,28,negative,1332329
1658,2021,7,28,neutral,1326043
1659,2021,7,28,positive,253720
1660,2021,7,29,negative,1403403
1661,2021,7,29,neutral,1376126
1662,2021,7,29,positive,249706
1663,2021,7,30,negative,1534543
1664,2021,7,30,neutral,1397398
1665,2021,7,30,positive,239066
1666,2021,7,31,negative,1042370
1667,2021,7,31,neutral,931230
1668,2021,7,31,positive,176534
1669,2021,8,1,negative,1287078
1670,2021,8,1,neutral,1115994
1671,2021,8,1,positive,190851
1672,2021,8,2,negative,1238645
1673,2021,8,2,neutral,1269984
1674,2021,8,2,positive,233160
1675,2021,8,3,negative,1280255
1676,2021,8,3,neutral,1316499
1677,2021,8,3,positive,223198
1678,2021,8,4,negative,1392638
1679,2021,8,4,neutral,1309943
1680,2021,8,4,positive,252614
1681,2021,8,5,negative,1488326
1682,2021,8,5,neutral,1366111
1683,2021,8,5,positive,266473
1684,2021,8,6,negative,1336469
1685,2021,8,6,neutral,1281341
1686,2021,8,6,positive,237958
1687,2021,8,7,negative,1320020
1688,2021,8,7,neutral,1082201
1689,2021,8,7,positive,227343
1690,2021,8,8,negative,1286004
1691,2021,8,8,neutral,1059838
1692,2021,8,8,positive,236357
1693,2021,8,9,negative,1410524
1694,2021,8,9,neutral,1224536
1695,2021,8,9,positive,232288
1696,2021,8,10,negative,1469550
1697,2021,8,10,neutral,1250547
1698,2021,8,10,positive,240499
1699,2021,8,11,negative,1373662
1700,2021,8,11,neutral,1232093
1701,2021,8,11,positive,227431
1702,2021,8,12,negative,1452902
1703,2021,8,12,neutral,1318634
1704,2021,8,12,positive,212410
1705,2021,8,13,negative,1183253
1706,2021,8,13,neutral,1172431
1707,2021,8,13,positive,204874
1708,2021,8,14,negative,1126700
1709,2021,8,14,neutral,962756
1710,2021,8,14,positive,205455
1711,2021,8,15,negative,985000
1712,2021,8,15,neutral,862862
1713,2021,8,15,positive,166951
1714,2021,8,16,negative,763481
1715,2021,8,16,neutral,733250
1716,2021,8,16,positive,149348
1717,2021,8,17,negative,1032173
1718,2021,8,17,neutral,1098511
1719,2021,8,17,positive,215813
1720,2021,8,18,negative,1227460
1721,2021,8,18,neutral,1267369
1722,2021,8,18,positive,224395
1723,2021,8,19,negative,1215595
1724,2021,8,19,neutral,1156833
